title;author;content
14 Fakta Pencarian Korban dan Pesawat Lion Air JT 610 hingga Hari Kesepuluh;Mela Arnani;KOMPAS.com  - Pencarian   pesawat    Lion Air JT 610  memasuki hari kesepuluh pada hari ini, Rabu (7/11/2018). Tim gabungan masih terus melakukan evakuasi dan pengangkatan jenazah di sekitar perairan Tanjung Karawang, Jawa Barat.Pesawat  dengan nomor registrasi PK-LQP itu jatuh pada 29 Oktober 2018, setelah sebelumnya dinyatakan hilang kontak.Upaya penyelamatan, pencarian, dan evakuasi dilakukan tak lama setelah pesawat dinyatakan jatuh oleh Basarnas pada 29 Oktober. Namun, hingga hari kesepuluh belum seluruh korban berhasil diangkat.Berikut sejumlah fakta mengenai upaya pencarian dan pengangkatan korban jatuhnya pesawat Lion Air JT 610:Pesawat Lion Air JT 610 dinyatakan jatuh setelah 13 menit lepas landas dari Bandar Udara Soekarno-Hatta di Tangerang, Banten, Senin (29/10/2018).Sedianya, pesawat ini akan menuju Bandar Udara Depati Amir, Pangkal Pinang.Basarnas memastikan pesawat yang pertama kali terbang pada 15 Agustus 2018 ini jatuh di perairan Karawang, Jawa Barat.Baca juga:  Basarnas Pastikan Lion Air Jatuh di Perairan KarawangData manifes yang ada menunjukkan jumlah korban kecelakaan pesawat ini sebanyak 189 orang, termasuk kru pesawat.Setelah itu,  crisis center  pun dibuka untuk memantau perkembangan informasi jatuhnya pesawat Lion Air JT 610.Crisis center  dihadirkan pihak maskapai dan Komisi Nasional Keselamatan Transportasi (KNKT) sebagai bagian dari upaya pencarian.Adapun,  crisis center  disediakan di Bandar Udara Soekarno-Hatta, posko evakuasi Bandar Udara Halim Perdanakusuma, dan RS Polri.Baca juga:  Sebelum Pesawat Jatuh, Pilot Lion Air JT 610 Sempat Meminta Kembali ke BandaraSesaat setelah pesawat hilang kontak, petugas gabungan SAR langsung terjun ke lokasi yang diduga merupakan titik jatuhnya pesawat tersebut.Pada hari pertama pencarian, Senin 29 Oktober 2018, data dari posko taktis JITC II, hasil operasi tim gabungan SAR memperoleh 24 kantong jenazah.Sebanyak 24 kantong jenazah tersebut diterima oleh tim DVI (Disaster Victim Identification) Polri.Lokasi pencarian korban dan badan pesawat diperluas 10  nautical mile  pada hari kedua, 30 Oktober 2018.Adapun jika dikonversi dalam kilometer, lokasi pencarian bertambah sekitar 9,2 kilometer, di mana sebelumnya pencarian dilakukan seluas 5  nautical mile.Dari data posko JITC II yang diunggah pada Instagram story @sar_nasional, pada hari kedua proses evakuasi pesawat jatuh ini, tim gabungan memperoleh 24 kantong jenazah.Seluruh kantong jenazah tersebut diserahkan kepada tim DVI Polri untuk diidentifikasi.Pada hari ketiga, data dari posko taktis JITC II menunjukkan ada delapan kantong jenazah diperoleh oleh tim gabungan.Delapan kantong jenazah tersebut juga telah diterima tim DVI Polri untuk diidentifikasi.Pada Rabu (31/10/2018), tim DVI Polri mengidentifikasi satu jenazah. Jenazah tersebut kemudian diserahkan dan dimakamkan oleh pihak keluarga di Sidoarjo, Jawa Timur.Pada hari keempat, 1 November 2018, petugas gabungan yang melakukan proses evakuasi memperoleh sembilan kantong jenazah. Seluruh kantong jenazah tersebut diserahkan kepada tim DVI Polri.Tak hanya itu, tim penyelam TNI AL berhasil menemukan  black box  pesawat Lion Air JT 610 di kedalaman 30 meter. Setelah ditemukan,  black box  diserahkan kepada KNKT.KNKT menyatakan, proses pengunduhan data yang tersimpan dalam  flight data recorder  (FDR) membutuhkan waktu 1-2 minggu.Lokasi mesin pesawat juga telah ditemukan oleh petugas. Mesin pesawat ditemukan sekitar 400 meter dari titik koordinat awal jatuhnya pesawat.Mesin pesawat yang ditemukan dalam kondisi tidak utuh. Namun, petugas belum melakukan pengangkatan mesin pesawat karena masih menunggu bantuan alat berat.Baca juga:  Mesin Pesawat Lion Air JT 610 Belum Diangkat dari Dasar LautPencarian korban masih terus dilakukan oleh tim gabungan. Di hari kelima, 2 November 2018, dari hasil operasi yang dilakukan diperoleh delapan kantong jenazah.Delapan kantong jenazah tersebut kemudian diterima dan dilakukan proses identifikasi oleh tim DVI Polri.Selain menemukan korban, roda pesawat Lion Air JT 610 juga ditemukan oleh petugas. Roda pesawat tersebut kemudian diletakkan di KRI Banda Aceh.Selain itu, mesin pesawat juga sudah ditemukan lokasinya.Pada Jumat (2/11/2018), tim DVI Polri berhasil mengidentifikasi tiga korban jatuhnya pesawat rute Jakarta-Pangkal Pinang ini.Selain itu, Basarnas menyerahkan serpihan pesawat Lion Air JT 610 kepada KNKT, di mana serpihan tersebut merupakan hasil temuan sejak operasi hari pertama, Senin (29/10/2018).Baca juga:  Tiga Lagi Korban Pesawat Lion Air JT 610 TeridentifikasiSatu penyelam dari Indonesian Diving Rescue Team, Syachrul Anto meninggal dunia pada hari kelima, 2 November 2018, ketika melakukan pencarian korban dan puing-puing pesawat.Syachrul sempat mendapatkan pertolongan pertama oleh petugas kesehatan, namun nyawanya tidak tertolong.Jenazah korban kemudian dibawa oleh keluarga dan dimakamkan di Surabaya, Jawa Timur.Baca juga:  Gugurnya Syachrul Anto, Sang Penyelam Berjiwa PenyelamatPada 3 November 2018, dari pemberitaan sebelumnya menyebutkan sebanyak 869 personel diturunkan untuk mencari korban dan pesawat Lion Air JT 610.Personel tersebut terdiri dari 20 orang dari Basarnas, 40 orang TNI Angkatan Darat, 456 orang TNI Angkatan Laut, 13 orang TNI Angkatan Udara, 58 orang Polri, 30 orang Kesatuan Penjagaan Laut dan Pantai Indonesia, 18 orang Bea Cukai, 30 orang PMI, 10 orang Bakamla, 5 orang Indonesian driver, dan 8 orang Persatuan Olahraga Snorkling Indonesia.Dari hasil operasi tim gabungan ini diantaranya diperoleh 31 kantong jenazah.Seluruh kantong jenazah ini diserahkan kepada tim DVI Polri untuk diidenfitikasi.Berdasarkan pemberitaan sebelumnya, beberapa bagian pesawat seperti mesin, satu roda pesawat, dan beberapa serpihan badan pesawat telah ditemukan.Baca juga: Kabasarnas:  Ada Penyelam yang Sudah Melihat Badan Pesawat Lion AirSepekan berlalu, tim gabungan masih terus melakukan proses pencarian korban pesawat Lion Air JT 610.Pada hari ketujuh, diperoleh sebanyak 34 kantong jenazah, di mana seluruhnya telah diterima oleh tim DVI Polri.Dari korban-korban yang sebelumnya telah ditemukan, pada 4 November 2018 sebanyak tujuh korban berhasil diidentifikasi.Hasil identifikasi ini didasarkan pada 24 kantong jenazah yang diterima pada hari kejadian jatuhnya pesawat, Senin (29/10/2018).Baca juga:  Tujuh Penumpang Pesawat Lion Air JT 610 TeridentifikasiPada 6 November 2018, petugas masih menemukan korban pesawat jatuh. Hasil operasi pencarian oleh petugas kali ini memperoleh 22 kantong jenazah.Dengan demikian, hingga hari kesembilan diperoleh sebanyak 186 kantong jenazah. Seluruhnya telah diterima dan dilakukan proses identifikasi oleh pihak kepolisian.Pada Selasa (6/11/2018), anggota keluarga dan kerabat korban kecelakaan pesawat mengikuti acara doa bersama dan tabur bunga di perairan Tanjung Karawang, Jawa Barat.Ratusan orang yang turut dalam acara ini diangkut menggunakan dua kapal yang telah disediakan, dilengkapi dengan tenda besar di geladak kedua kapal.Baca juga:  Keluarga Korban Ikuti Doa Bersama dan Tabur Bunga di Lokasi Jatuhnya Lion Air JT 610Hingga Selasa (6/11/2018) jumlah korban yang berhasil diidentifikasi sebanyak 44 orang.Dari total penumpang yang menjadi korban, berarti 145 penumpang yang lain belum belum diidentifikasi.Baca juga:  44 Korban Lion Air JT 610 Telah Teridentifikasi
Akui Pernah Dekati Yusril, Sandiaga Ingin Ajak PBB Bergabung ;Jessi Carina;"JAKARTA, KOMPAS.com  — Calon wakil presiden nomor urut 2   Sandiaga Uno  mengaku pernah berkomunikasi dengan   Yusril Ihza Mahendra  untuk mengajaknya bergabung dengan tim Prabowo-Sandiaga.Bukan mengajak Yusril sebagai pengacara profesional, melainkan sebagai Ketua Umum Partai Bulan Bintang.""Saya sempat mengajak Pak Yusril sebagai   PBB ,"" ujar Sandiaga di Hutan Kota Sangga Buana, Lebak Bulus, Rabu (6/11/2018).""Kami mengajak PBB bergabung dengan kita, tentunya dengan format yang kita sepakati bersama,"" tambah dia.Baca juga:  Yusril Jadi Pengacara Jokowi, PBB Masih Buka Kemungkinan Dukung PrabowoKetika itu, PBB belum menentukan arah dukungan dalam Pemilihan Presiden 2019. Namun, sebelum arah dukungan PBB ditentukan, kata Sandiaga, Yusril sudah menjadi pengacara Jokowi-Ma'ruf.Sandiaga pun menghormati keputusan Yusril tersebut.""Harus kita hargai perbedaan, kita hormati keputusan Pak Yusril,"" ujar Sandiaga.Kini, Sandiaga masih berharap mendapatkan dukungan dari PBB. PBB baru akan melakukan rapat koordinasi nasional pada akhir tahun ini.""Bagi kami, dukungan siapa pun sangat kita hargai,"" ujar Sandiaga.Baca juga:  Cerita soal Bergabungnya Yusril Jadi Pengacara Jokowi-MarufSebelumnya, pengacara Yusril Ihza Mahendra bersedia menerima tawaran menjadi kuasa hukum pasangan calon presiden dan wakil presiden nomor urut 01 Joko Widodo-Ma'ruf Amin.Yusril mengatakan, ia bersedia menjadi pengacara Jokowi-Ma'ruf atas tawaran Erick Thohir, yang merupakan Ketua Tim Kampanye Nasional Jokowi-Ma'ruf. Namun, menurut Yusril, Erick Thohir sama sekali tak menyinggung soal dukungan PBB di pilpres saat membicarakan tawaran itu.""Pak Erick bilang, 'Yang penting Pak Yusril-nya'. Masalah PBB sama sekali tidak disinggung dalam pembicaraan dengan Pak Erick,"" kata Yusril."
Hasil SKD dalam Tes CPNS Pemprov Jateng Diumumkan, Begini Cara Mengetahuinya;Mela Arnani;KOMPAS.com  - Badan Kepegawaian Daerah (BKD) Jawa Tengah telah mengumumkan hasil seleksi kompetensi dasar (SKD) sebagai bagian dari rekrutmen calon pegawai negeri sipil (CPNS) 2018 Provinsi Jawa Tengah.Hasil SKD tersebut disampaikan melalui situs  BKD Jawa Tengah  dan dibagi berdasarkan jadwal seleksi. Dalam informasi itu terdapat lampiran yang berisi nomor peserta, nama, nilai tes.Adapun nilai tes tersebut dibagi menjadi tiga kolom, yang terdiri dari tes wawasan kebangsaan (TWK), tes intelegensia umum (TIU), dan tes karakteristik pribadi (TKP).Informasi berupa lampiran laporan hasil SKD sesuai formasi masing-masing ini ditandatangani oleh tim pelaksanaan CAT BKN dan panitia seleksi instansi Pemerintah Provinsi Jawa Tengah.Berikut hasil SKD per tanggal:1.  Hasil SKD tanggal 28 Oktober 2018 2.  Hasil SKD tanggal 29 Oktober 2018 3.  Hasil SKD tanggal 30 Oktober 2018 4.  Hasil SKD tanggal 31 Oktober 2018 5.  Hasil SKD tanggal 1 November 2018 6.  Hasil SKD tanggal 2 November 2018 7.  Hasil SKD tanggal 3 November 2018Pelaksanaan seleksi kompetensi dasar (SKD) bagi calon pegawai negeri sipil atau   CPNS 2018  telah berlangsung sejak 26 November 2018 lalu.Menurut jadwal dari Badan Kepegawaian Negara (BKN), SKD berbasis komputer ini akan dilaksanakan hingga 17 November mendatang.BKN menyebutkan bahwa tes SKD dilakukan di 269 titik yang tersebar di wilayah Indonesia.Secara umum, hasil tes SKD akan muncul setelah peserta selesai mengerjakan pada layar komputer masing-masing. Selain itu, biasanya di luar ruangan tes terdapat satu layar yang menampilkan skor tes.
Basarnas Lanjutkan Pencarian Korban Lion Air JT 610;Ardito Ramadhan;"JAKARTA, KOMPAS.com -  Badan SAR Nasional (Basarnas) akan melanjutkan pencarian korban jatuhnya pesawat   Lion Air JT 610  selama tiga hari ke depan terhitung mulai Rabu (7/11/2018) ini.Kepala Basarnas Marsekal Madya M Syaugi mengatakan, pencarian korban tiga hari ke depan hanya akan dilakukan Badan SAR Nasional.""Dengan beberapa masukan dari lapangan kami memutuskan untuk operasi evakuasi pencarian korban ini kami perpanjang tiga hari khusus untuk Tim Basarnas,"" kata Syaugi di Dermaga JICT 2 Pelabuhan Tanjung Priok, Rabu siang.Baca juga:  14 Fakta Pencarian Korban dan Pesawat Lion Air JT 610 hingga Hari KesepuluhIa menyebutkan, instansi lain yang selama ini mengikut proses pencarian seperti TNI, Polri, Kesatuan Penjagaan Laut dan Pantai, Bea Cukai, Pertamina, Badan Keamanan Laut, dan relawan lainnya tidak dilibatkan lagi dalam pencarian korban.""Mudah-mudahan di lain kesempatan kita bisa bekerjasama kembali, bersinegi kembali apabila negara membutuhkan untuk tugas-tugas mulia ini,"" ujar Syaugi.Dengan demikian, jumlah personel dan kapal yang dikerahkan dalam proses pencarian akan berkurang. Namun, Syaugi memastikan personel dan fasilitas yang dimiliki Basarnas cukup untuk mengangkut korban yang tersisa.Ia menyebut ada 220 petugas Basarnas termasuk 60 penyelam yang tetap dikerahkan di perairan Karawang.Baca juga:  Kepala Basarnas Termotivasi Usai Bertemu Keluarga Korban Lion Air""Jadi sangat cukup untuk melanjutkan operasi tiga hari ke depan,"" kata dia.Hingga Rabu pagi, Tim SAR Gabungan telah memperolah 186 kantong jenazah berisi bagian tubuh korban. Sementara, 44 korban telah berhasil diidentifikasi.Pesawat Lion Air JT 610 rute Jakarta-Pangkalpinang jatuh di Tanjung Karawang, Jawa Barat, Senin pekan lalu. Pesawat itu mengangkut 181 penumpang dan 8 awak. Semua penumpang dan awak diduga tewas."
Perdana Menteri Selandia Baru Mengaku Mendapat Ancaman Kematian;Agni Vidya Perdana;"WELLINGTON, KOMPAS.com -    Perdana Menteri    Selandia Baru  Jacinda Ardern mengatakan dalam wawancara televisi, Selasa (6/11/2018), bahwa dirinya telah mendapat sejumlah   ancaman  dengan salah satunya menyangkut nyawanya.Dikatakan   perdana menteri , ancaman tersebut datang dari aktivis lingkungan hidup yang menentang langkah Pemerintah Selandia Baru dalam penggunaan zat   pestisida -1080 untuk membunuh hewan liar yang menjadi hama lingkungan, seperti oposum, cerpelai, dan musang.Para aktivis menyebut zat pestisida-1080 dapat mencemari air dan lingkungan, serta berbahaya bagi makhluk hidup asli dan endemik, termasuk manusia.Meski dirinya sendiri mendapat ancaman kematian, PM Ardern mengaku lebih cemas terhadap meningkatnya ancaman yang ditujukan kepada staf Departemen Konservasi (DoC).""Saat kami melihat adanya ancaman itu berubah menjadi kekerasan dan mengancam orang-orang yang bekerja di garis depan dan melakukan pekerjaan mereka, maka itu menjadi kekhawatiran saya,"" kata Ardern.Baca juga:  Ancaman Trump Ketika Karavan Migran Honduras Kini Menuju ASDiberitakan  SCMP , yang melansir dari  The Guardian , tindakan perlawanan terhadap penggunaan pestisida telah meningkat dalam beberapa bulan terakhir.Ancaman  yang ditujukan kepada staf DoC, mulai dari ban kendaraan yang disobek, mur yang dilonggarkan, jalan keluar yang diblokir oleh pengunjuk rasa, serta ancaman verbal maupun melalui media massa.Pengunjuk rasa bahkan sempat mengancam bakal menembak jatuh helikopter yang membawa staf DoC.Pada September lalu, aktivis anti-1080 menaruh puluhan bangkai burung di tangga parlemen. Namun setelah dilakukan uji laboratorium, pada puluhan bangkai tersebut tidak ada tanda racun pestisida-1080.Menteri Konservasi Selandia Baru, Eugenie Sage menuduh para aktivis telah menyebarkan berita palsu tentang bahaya pestisida-1080.Menurut pernyataan DoC, pestisida-1080 tidak meninggalkan residu permanen maupun akumulatif di air, tanah, tanaman, atau hewan yang akan berdampak risiko bagi manusia maupun lingkungan.Meski telah mendapat jaminan dari pemerintah akan keamanan pestisida tersebut, ancaman yang dilancarkan para aktivis lingkungan tak berhenti, bahkan terus meningkat.Direktur Jenderal DoC, Lou Sanson mengatakan bahwa ancaman dan intimidasi yang telah menjadi sangat buruk memaksanya melibatkan petugas berwajib.Baca juga:  Racuni 406 Ekor Elang, Staf Peternakan di Selandia Baru Dibui 14 HariPada Rabu, kepolisian telah menahan seorang aktivis anti-1080 dan menuduhnya terlibat dalam empat ancaman pemerasan yang dikirim ke staf DoC di New Plymouth dalam setahun terakhir.""Staf DoC harus dapat menjalankan pekerjaan mereka melindungi kawasan konservasi tanpa rasa takut akan dilukai atau dilecehkan,"" kata Sanson.Pestisida -1080 merupakan senyawa kimia sodium fouroasetat yang dapat digunakan sebagai racun untuk membasmi hewan hama lingkungan.Penggunaan pestisida tersebut sebagai upaya pemerintah Selandia Baru dalam mencapai tujuan negara bebas hama pada 2050."
Lucas Sarankan Eddy Sindoro Buat Paspor Republik Dominika untuk Kabur;Abba Gabrillin;"JAKARTA, KOMPAS.com  -   Advokat Lucas  disebut menyarankan agar mantan petinggi Lippo Group,   Eddy Sindoro , membuat paspor palsu Republik Dominika.Saran itu diberikan Lucas agar Eddy dapat kabur ke luar negeri dan menghindari proses hukum oleh Komisi Pemberantasan Korupsi (KPK).Hal itu dijelaskan jaksa dalam surat dakwaan terhadap Lucas yang dibacakan di Pengadilan Tindak Pidana Korupsi Jakarta, Rabu (7/11/2018).""Atas saran terdakwa, Eddy Sindoro membuat paspor palsu Republik Dominika atas nama Eddy Handoyo Sindoro,"" ujar jaksa Gina Saraswati saat membacakan surat dakwaan di Pengadilan Tipikor.Baca juga:  Advokat Lucas Didakwa Menghalangi Penyidikan KPK terhadap Eddy SindoroMenurut jaksa, pembuatan paspor tersebut dibantu oleh warga Singapura, Chua Chwee Chye alias Jimmy alias Lie.Pada 5 Agustus 2018, Eddy menggunakan paspor palsu tersebut berangkat dari Bangkok ke Malaysia melalui Bandara Internasional Kuala Lumpur.Eddy merupakan tersangka dalam kasus suap panitera Pengadilan Negeri Jakarta Pusat, Edy Nasution.Kasus ini sudah bergulir sejak tahun 2016 ketika Eddy Sindoro ditetapkan sebagai tersangka.Eddy diduga terkait penyuapan dalam pengurusan sejumlah perkara beberapa perusahaan di bawah Lippo Group, yang ditangani di PN Jakarta Pusat.Baca juga:  KPK Akan Ungkap Peran Lucas Rintangi Penyidikan Kasus Eddy SindoroMenurut jaksa, awalnya Eddy menghubungi Lucas dan menyampaikan bahwa dia akan kembali ke Indonesia untuk menjalani proses hukum.Namun, Lucas justru menyarankan agar Eddy tidak kembali ke Indonesia.Lucas menyarankan Eddy membuat paspor palsu negara lain agar terhindar dari proses hukum."
Warga Bantul Temukan Mayat Pria dengan Sebagian Tubuh Terbakar;Kontributor Yogyakarta, Markus Yuwono;"YOGYAKARTA, KOMPAS.com  -   Mayat  laki-laki dengan kondisi telentang dengan sebagian badan hangus   terbakar , ditemukan di Dusun Karanganyar, Desa Gadingharjo, Kecamatan Sanden, Kabupaten   Bantul , Yogyakarta, Rabu (7/11/2018).Belum diketahui penyebab kematian korban karena polisi masih melakukan penyelidikan.Mayat tanpa identitas itu ditemukan   warga  Dusun Karanganyar tepat di bawah pohon mangga yang berada di kawasan bumi perkemahan.Dari olah tempat kejadian perkara (TKP) tidak ditemukan identitas atau tanda pengenal lainnya. Korban mengenakan pempers dewasa.Baca juga:  Mayat Bayi 8 Bulan Ditemukan dalam Plastik PutihKapolsek Sanden AKP Riwanto mengatakan, penemuan   mayat  tersebut bermula saat Damiri (46), warga Dusun Karanganyar, Desa Srigading, Kecamatan Sanden, bermaksud pergi ke sawah.Namun, langkahnya terhenti setelah melihat sesosok mayat telentang di bawah pohon jambu.  Dengan diliputi rasa penasaran, saksi mendekati mayat di depannya itu.Ternyata korban mengalami luka bakar serius pada muka dan alat kelamin. ""Mengetahui hal itu, saksi lalu lapor Ketua RT setempat dan dilanjutkan laporan ke kami (Polsek Sanden),"" kata Riwanto, kepada wartawan, Rabu.Pihak kepolisian langsung melakukan olah TKP, dari Tim Inafis Satreskrim Polres Bantul mengambil sisa pampers yang dikenakan korban.""Identitasnya belum diketahui, karena tidak ditemukan barang-barang di sekitar lokasi. Yang jelas untuk jenis kelaminnya laki-laki dan diperkirakan berumur 35 tahun,"" ucap dia.Baca juga:  Tiga Mayat Ditemukan di Perairan Madura, Diduga Korban Kapal TenggelamAdapun ciri korban tingginya sekitar 158-160 sentimeter, dan tidak memiliki ciri khusus di sekitar tubuhnya.""Untuk kondisi mayat memang mengalami luka bakar dan melepuh-melepuh itu di beberapa bagian tubuhnya,"" ujar dia.Saat ini, mayat sudah dibawa ke RS Bhayangkara Yogyakarta, untuk dilakukan autopsi. ""Diperkirakan (kematian) belum ada 1x24 jam,"" ucap dia."
Polisi Temukan Sejumlah Kendala dalam Penerapan Tilang ETLE;Sherly Puspita;"JAKARTA, KOMPAS.com —  Kabid Humas Polda Metro Jaya Kombes Argo Yuwono mengatakan, polisi menemukan berbagai kendala dalam penerapan   tilang elektronik  atau  electronic traffic law enforcement  (ETLE).""Untuk ETLE masih berjalan, masih kami evaluasi terus dan kami masih ada kendala, misalkan kalau pelatnya dari luar Jakarta. Tentunya ini menjadi evalusi, terus dari Direktorat Lalu Lintas kerja sama dengan polda lain sehingga kami bisa berkomunikasi dalam ETLE itu,"" kata Argo di Mapolda Metro Jaya, Rabu (7/11/2018).Kendala kedua, menurut Argo, adalah terkait kepemilikan kendaraan yang melanggar aturan lalu lintas. Proses penindakan akan sulit dilakukan jika kendaraan sudah berpindah tangan, tetapi belum dilakukan balik nama.Baca juga:  ETLE Hari Pertama, Pengendara Bilang Bagus, kayak Sistem di Luar Negeri""Kalau itu motor atau mobil sudah dijual kepada orang sebaiknya langsung ganti nama karena nanti surat akan dikirim ke alamat yang di STNK. Kalau sudah dijual bisa diberitahukan kepada kepolisian saat membayar pajak atau sebaiknya balik nama saja,"" kata dia.Argo melanjutkan, teknis pengiriman surat tilang kepada pelanggar juga masih menuai hambatan. Ia menyebutkan, dalam sehari rata-rata 500 kendaraan tertangkap melanggar lalu lintas.Meski demikian, Direktur Lalu Lintas Kombes Yusuf mengatakan, hingga hari ke-7 penerapan ETLE itu pihaknya baru mengirim 62 surat tilang. Hingga hari ini baru ada satu pelanggar yang melakukan konfirmasi.Menurut Argo, kendala-kendala semacam itu masih akan terus dibahas pihak kepolisian.""(Sebanyak) 500 (pelanggaran) itu kan ada yang tidak terbaca. Ada juga yang sebagian dari pelat luar Jakarta dari situ. Memang kendala itu masih ada. Misalnya, masalah pengiriman surat tilang. Tapi, akan kami eliminir kendala-kendala itu,"" lanjut Argo.Baca juga:  Simak, Informasi yang Perlu Anda Ketahui soal Tilang ETLE...ETLE merupakan sistem penindakan yang mengandalkan tangkapan gambar dan video dari kamera CCTV. Sistem itu  telah diterapkan sejak tanggal 1 November 2018.Sebelum sistem ini diterapkan, Ditlantas Polda Metro Jaya telah melakukan uji coba pada 1 hingga 31 Oktober 2018.Kamera CCTV ETLE  terpasang di persimpangan Patung Kuda dan Sarinah, Jakarta Pusat.Kepolisian telah meletakkan rambu khusus yang menandai kawasan itu diawasi kamera CCTV ETLE."
Pascaeksekusi Tuti Tursilawati, Pemerintah Diminta Hapus Hukuman Mati;Kristian Erdianto;"JAKARTA, KOMPAS.com  - Direktur Eksekutif Migrant CARE Wahyu Susilo menilai penerapan kebijakan   hukuman mati  di dalam negeri justru membuat upaya advokasi pemerintah terhadap para tenaga kerja Indonesia (TKI) di luar negeri menjadi tidak efektif.Pasca-eksekusi mati TKI asal Majalengka   Tuti Tursilawati , setidaknya terdapat 13 pekerja migran di Arab Saudi yang terancam hukuman mati.Menurut Wahyu, pemerintah seharusnya menghapus kebijakan hukuman mati agar upaya diplomasi untuk membebaskan 13 TKI tersebut memiliki daya desak secara politik.""Ini harus diakhiri agar memiliki daya desak politik dan legitimasi moral atau etis,"" ujar Wahyu kepada Kompas.com, Rabu (7/11/2018).Baca juga:  Protes Eksekusi Mati Tuti Tursilawati, Massa Pasang Garis Segel di Kedubes Arab SaudiWahyu menilai upaya diplomasi pemerintah selama ini tidak memiliki daya desak. Sebab, Indonesia dinilai menerapkan standar ganda terkait hukuman mati.Di satu sisi, Indonesia berupaya untuk membebaskan warga negaranya dari hukuman mati di negara lain. Namun, di sisi lain masih menerapkan hukuman mati sebagai salah satu hukum positifnya.""(Upaya diplomasi) lebih menjadi 'peminta-minta"" daripada pendesak dan tidak menjadi bagian dari gerakan global penghapusan hukuman mati,"" kata Wahyu.Hal senada juga diungkapkan oleh Direktur Eksekutif Amnesty International Indonesia Usman Hamid. Usman mengatakan, penghapusan hukuman mati bisa memudahkan diplomasi Indonesia di luar negeri untuk menyelamatkan WNI yang terancam hukuman mati.Baca juga:  RI Sampaikan Protes ke Saudi Terkait Eksekusi Tuti TursilawatiMenurut dia, tidak logis jika Indonesia meminta negara lain untuk membebaskan warga negaranya dari hukuman mati, sedangkan di dalam negeri sendiri pemerintah masih mempraktikkan hukuman tersebut“Kami juga meminta agar pemerintah Indonesia melakukan moratorium hukuman mati di Indonesia sebagai langkah awal penghapusan hukuman mati untuk semua jenis kejahatan,"" ujar Usman seperti dikutip dari keterangan tertulisnya.Usman berpendapat sebaiknya pemerintah dapat mengikuti jejak Malaysia yang telah mengumumkan akan menghapuskan hukuman mati untuk semua jenis kejahatan.Baca juga:  Kemenlu: Eksekusi Mati Tuti Tursilawati Tanpa Notifikasi dari Pemerintah Arab Saudi""Keputusan Malaysia tersebut bisa berpengaruh positif terhadap WNI yang terancam hukuman mati di sana,” kata Usman.Berdasarkan data Kementerian Luar Negeri, sebanyak 13 warga negara Indonesia (WNI) terancam hukuman mati di Arab Saudi. Dari jumlah itu, seorang di antaranya sudah mendapat putusan berkekuatan hukum tetap atau inkracht.Dalam rentang 2011-2018 tercatat 103 WNI dijatuhi hukuman mati di Arab Saudi. Dari jumlah itu, 85 orang berhasil dibebaskan dari ancaman hukuman mati sementara lima orang lainnya telah dieksekusi sehingga tersisa 13 WNI yang masih diupayakan pembelaan hukumnya."
4.384 Rumah Warga di Indragiri Hulu, Riau, Dilanda Banjir;Kontributor Pekanbaru, Idon Tanjung;"PEKANBARU , KOMPAS.com  - Akibat hujan terus menerus sejak beberapa hari belakangan ini, sejumlah wilayah di Provinsi Riau dilanda   banjir .Selain di Kabupaten Kuantan Singingi (Kuansing), banjir menerjang Kabupaten Indragiri Hulu (Inhu) dan merendam ribuan rumah sejak beberapa hari terakhir.Kepala Badan Penanggulangan Bencana Daerah (BPBD) Riau Edwar Sanger mengatakan, banjir di Kabupaten Inhu terjadi di 11 kecamatan yang di dalamnya terdapat 44 desa.""Ada sekitar 4.384 rumah warga yang digenangi air. Saat ini belum ada warga yang mengungsi, karena sebagian besar rumah warga yang berada di bantara Sungai Indragiri berbentuk panggung,"" ucap Edwar kepada wartawan, Rabu (7/11/2018).Dia menyebutkan, banjir melanda Kecamatan Lubuk Batu Jaya, Peranap, Rakit Kulim, Batang Peranap, Kelayang, Sei Lala, Pasir Penyu, Rengat, Kuala Cinako, Rengat Barat dan Kecamatan Lirik.Baca juga:  Lima Orang Tewas pada Bencana Banjir di Tasikmalaya, Ini KronologisnyaSelain rumah warga, satu sekolah menengah pertama (SMP) turut terendam. Namun, aktivitas belajar mengajar masih berjalan normal.""Ketinggian air mencapai 65 centimeter hingga satu meter.   Banjir  diakibatkan luapan air Sungai Indragiri,"" sebut Edwar.Lebih lanjut, dia menyampaikan, pihaknya saat ini sudah mendirikan tenda pengungsian untuk korban banjir.""BPBD Inhu sudah menyiagakan beberapa peralatan pengungsian berupa tenda. Tapi saat ini belum ada warga yang mengungsi,"" ujar Edwar.Baca juga:  Korban Tewas akibat Banjir di Tasikmalaya Bertambah Jadi 4 OrangSelain rumah, tambah dia, juga ada sekolah dan jalan tergenang banjir. Saat ini tim terus memantau kondisi luapan air Sungai Indragiri.""Kita imbau masyarakat terus waspada, karena curah hujan masih tetap tinggi. Tim kita terus  stand by  di lokasi apabila dibutuhkan untuk membantu warga,"" tutup Edwar."
