title;author;content
Generasi III Esemka Siap Meluncur, Komunikasi dengan Jokowi hingga Ribuan Pemesan Antre;Michael Hangga Wismabrata;"KOMPAS.com  - Mobil   Esemka  generasi III akan segera diproduksi kembali.   Sukiyat , penggagas mobil Esemka, mengatakan, mobil Esemka tersebut akan mulai diproduksi pada bulan januari 2019.Sukiyat menambahkan, mobil Esemka generasi III tersebut berbeda dengan Esemka generasi sebelumnya. Sesuai namanya, Alat Mekanis Multiguna Pedesaan (AMMDes), mobil ini diharapkan mampu membantu mobilitas para petani di pedesaan.Menurut Sukiyat, meskipun baru akan diproduksi tahun depan, para pemesan sudah mengantri.Berikut fakta lengkap terkait mobil Esemka generasi III.Presiden Komisaris KMWI dan KMWD, Sukiyat mengaku telah melakukan komunikasi dengan Presiden Joko Widodo (Jokowi) terkait produksi massal 15.000 unit kendaraan Alat Mekanis Multiguna Pedesaan (AMMDes) pada Januari 2019.Perbincangan tersebut terjadi saat Presiden Jokowi menjenguk dirinya di Rumah Sakit Bethesda Yogyakarta pada 14 September lalu.""Sudah ada pembicaraan (dengan Pak Jokowi) waktu di RS Bethesda. Beliau juga tengok saya waktu sakit,"" kata Sukiyat yang juga Inisiator Mobil Esemka di Klaten, Jawa Tengah, Kamis (25/10/2018).Pengakuan Sukiyat, dirinya sakit dan dirawat di RS Bethesda lantaran menggagas mobil Esemka generasi III dengan merek Kiat Mahesa Wintor (KMW) tersebut.""Saya itu sakit karena ingin mewujudkan AMMDes ini bisa diproduksi massal,"" katanya.Baca Juga:  Sukiyat Akui Sudah Bicara dengan Jokowi soal Produksi 15.000 Mobil Esemka Generasi IIISebanyak 15.000 unit AMMDes dengan merek KMW akan diproduksi di dua tempat, yakni Citeureup, Bogor, Jawa Barat dan Kabupaten Klaten, Jawa Tengah.""Januari 2019 kita produksi massal (kendaraan AMMDes). Rencananya kita produksi 15.000 unit,"" kata Presiden Komisaris KMWI dan KMWD Sukiyat, Kamis (25/10/2018).Sementara itu, Sukiyat menambahkan, mobil Esemka tersebut sudah menjalani serangkaian uji coba, baik di tingkat nasional maupun internasional, seperti di acara IIMS dan GIIAS 2018.""Jadi, bikin kendaraan itu tidak semudah membikin pisang goreng. Ada tanggung jawabnya, dan keamanan bagaimana nanti supaya  safety , supaya baik karena ini membawa nama besar bangsa kita,"" kata Sukiyat.Baca Juga:  Januari 2019, Mobil Esemka Generasi III Akan Diproduksi Massal di Klaten dan BogorMenurut Sukiyat, respons pasar terhadap kendaraan Alat Mekanis Multiguna Pedesaan (AMMDes) cukup positif.Sudah ada ribuan pemesan meski kendaraan tersebut baru akan produksi pada Januari 2019.""Kendaraan AMMDes ini sudah ada ribuan yang pesan. Mereka yang pesan dari berbagai daerah,"" kata Presiden Komisaris PT Kiat Mahesa Wintor Indonesia (KMWI) dan PT Kiat Mahesa Wintor Distributor (KMWD) Sukiyat ditemui di Klaten, Jawa Tengah, Kamis (25/10/2018).Sukiyat mengatakan, kendaraan AMMDes akan diproduksi sebanyak 15.000 unit kendaraan. Dia memperkirakan 15.000 unit kendaraan yang diproduksi tersebut nantinya masih kurang untuk mencukupi kebutuhan pasar.""Saya optimitis pangsa pasar kendaraan jenis ini bagus. Saya kira 15.000 unit kendaraan setahun itu nanti masih kurang,"" ungkap dia.Baca Juga:  Baru Akan Diproduksi Massal 2019, Sukiyat Sebut Sudah Ada Ribuan Pemesan Mobil Esemka Generasi III"
193 Tahun Lalu Kanal Erie Diresmikan, New York Ikut Berkembang Pesat;Aswab Nanda Pratama;KOMPAS.com  - Pembangunan   kanal /terusan digunakan untuk memperlancar transportasi, menunjang sektor perdagangan, bisnis, dan lainnya. Dengan membuat terusan, perjalanan air bisa lebih singkat, sehingga akan menunjang perekonomian.Hari ini 193 tahun yang lalu, tepatnya pada 26 Oktober 1825, sebuah kanal yang dikenal dengan nama   Kanal  Erie mulai dibuka. Kanal ini membentang sepanjang 584 kilometer yang menghubungkan Danau Besar (Great Lakes) dengan Samudra Atlantik melalui Sungai Hudson.Dengan dibukanya Kanal Erie, hadir juga sistem transportasi pertama antara New York  dengan danau-danau besar yang berada di   Amerika Serikat . Kanal ini mempu memotong biaya transportasi yang besar.Pada awal abad ke-19, pengangkutan barang memakan waktu dan biaya yang besar. Biasanya, mereka menggunakan transportasi yang ditarik dengan kuda dan menghabiskan biaya 100 dollar per ton untuk menyeberang antarnegara.Muncul ide dari otoritas setempat untuk membangun sebuah kanal agar mempermudah transportasi.Ada pendapat juga bahwa jika transportasi tak lancar, maka Amerika Serikat tak mendapatkan hubungan yang baik dengan Kanada. Akibatnya, Kanada akan lebih berhubungan ke negara barat.Proposal mulai dibuat dan mendapatkan respons baik dari pemerintah setempat. Akhirnya pada 1817, konsep awal pembangunan mulai direncanakan.Pekerjaan dimulai pada Agustus 1823. Pekerja mulai memperbaiki konstruksi tanah dan mulai menggunakan alat-alat kerjanya. Mereka mulai menggali tanah yang akan digunakan untuk pembangunan terusan ini.Mereka merancang peralatan untuk mencabut pohon. Para pekerja juga meledakkan batu dan tebing menggunakan bubuk mesiu.Sebagian besar pekerja berasal dari Irlandia yang menggunakan peralatan sederhana mereka. Sebagai bayaran, pekerja ini mendapat 10 dollar per bulan dan beberapa minuman wiski yang ditempatkan sepanang rute kanal untuk penyemangat kerja.Rencananya, kanal ini akan dibangun sepanjang 584 kilometer dari Albany dan terhubung ke Buffalo. Ini adalah jalur air buatan terpanjang dan proyek pekerjaan umum terbesar di Amerika Utara.Awalnya kanal ini mempunyai kedalaman 1,2 meter dengan lebar 13 meter yang melalui ladang, hutan, tebing dan bahkan melewati rawa-rawa.Setelah dua tahun pengerjaan, akhirnya pada 1825 Kanal itu mulai diresmikan oleh Gubernur DeWitt Clinton dari New York.Dilansir dari  ErieCanalWay , efek dari kanal itu langsung terasa. Seketika jalur perdagangan menjadi ramai dan tiap harinya banyak perdagangan yang melintasi jalur ini. Permukiman penduduk juga berpindah mendekati lokasi ini.Kalal ini menempatkan posisi   New York  menjadi pemimpin industri, populasi dan kekuatan ekonomi di Amerika Serikat ketika itu, terutama kawasan pantai timur.New York berubah menjadi pelabuhan utama negara dan migrasi penduduk mulai datang ke wilayah ini.Pada dekade 2000, Kongres AS mengakui pentingnya Kanal Erie bagi Amerika Serikat. Mereka kemudian mendirikan Erie Canalway National Heritage Corridor sebagai penghargaan atas fungsi pembangunan kanal ini.
Ada Demo, Penumpang KA Jarak Jauh Bisa Naik dari Jatinegara;Kontributor Jakarta, David Oliver Purba;"JAKARTA, KOMPAS.com -  PT KAI Daop 1 Jakarta melakukan rekayasa pola operasi pemberangkatan kereta api guna mengantisipasi kemacetan yang mungkin terjadi di sekitar Stasiun Gambir pada Jumat (26/10/2018) ini.Jumat ini akan ada aksi damai yang berpusat di wilayah sekitar Monumen Nasional (Monas). Aksi tersebut dikhawatirkan akan berimbas pada terhambatnya perjalanan calon penumpang KA yang akan naik KA dari Stasiun Gambir.Senior Manager Humas Daop 1 Jakarta, Edy Kuswoyo mengatakan, rekayasa pola operasi pemberangkatan KA diberlakukan pada 11 KA yang berangkat dari Stasiun Gambir pada Jumat ini, yaitu dengan berhenti luar biasa atau memberhentikan KA di Stasiun Jatinegara untuk proses naik penumpang.Baca juga:  Gestur Hormat Sebelum Kereta Berangkat Menuai Pro-Kontra, Ini Kata PT KAI“Biasanya KA yang berangkat dari Stasiun Gambir tidak berhenti di Stasiun Jatinegara. Namun, khusus hari ini akan diberhentikan di Stasiun Jatinegara untuk proses naik penumpang,"" ujar Edy melalui keterangan yang diterima, Jumat.Edy mengatakan, hal ini untuk memudahkan calon penumpang KA yang kesulitan menuju Stasiun Gambir. Para penumpang memiliki alternatif dengan naik dari Stasiun Jatinegara.Operasi rekayasa pemberangkatan KA ini berlaku mulai dari keberangkatan KA 24 (Argo Parahyangan) keberangkatan pukul 10.30 WIB sampai dengan KA 11234 (Argo Parahyangan Tambahan) keberangkatan pukul 17.02 WIB.“Dengan adanya rekayasa pola operasi pemberangkaran KA dengan berhenti luar biasa ini, PT KAI juga telah menyiagakan petugas untuk membantu pelayanan penumpang disana,” kata Edy."
Ini Sosok Sunjaya Purwadisastra, Bupati Cirebon yang Ditangkap KPK;Kontributor Bandung, Reni Susanti;BANDUNG, KOMPAS.com  — Komisi Pemberantasan Korupsi (KPK) menetapkan   Bupati    Cirebon  Sunjaya Purwadisastra sebagai tersangka kasus dugaan penerimaan hadiah atau janji terkait mutasi jabatan, proyek dan perizinan di Kabupaten Cirebon tahun anggaran 2018.Sunjaya Purwadisastra merupakan Bupati Cirebon dua periode yang diusung PDI Perjuangan.Pada periode pertama, Sunjaya yang berpasangan dengan Tasiya Soemadi mengantongi 403.933 suara atau 53,43 persen. Jumlah itu mengalahkan pasangan Heviyana-Rakhmat yang mendapat 352.056 suara (46,57 persen).Kemudian, pada 2018, ia kembali mencalonkan diri sebagai   bupati  Cirebon periode 2018-2023. Kali ini ia menggandeng Kepala Kantor Kementerian Agama Kabupaten Cirebon Imron Rosyadi.Baca juga:  Mendagri Siapkan SK Pengangkatan Plt Bupati Cirebon Gantikan SunjayaPasangan ini pun dinyatakan menang dalam Pilbup Cirebon 2018, mengalahkan tiga pasangan calon lainnya.Saat ini, Sunjaya masih menanti waktu pelantikan mengingat jabatannya sebagai bupati Cirebon sebelumnya belum berakhir.Sebenarnya, keikutsertaan Sunjaya dalam Pilkada Kabupaten Cirebon 2018 merupakan yang ketiga kalinya. Sebelumnya, pada 2008, ia maju lewat jalur perseorangan, namun gagal.Sebelum terjun ke dunia politik, Sunjaya Purwadisastra mengabdikan hidupnya sebagai prajurit TNI sejak 1998.Pria kelahiran Cirebon, 1 Juni 1965, ini mengenyam pendidikan Sekolah Perwira Prajurit Karier Tentara Nasional Indonesia di Pusdik Ajen, Lembang, Jawa Barat.Setelah lulus, ia dilantik dengan pangkat lettu caj. Setelah mengikuti pendidikan, mutasi, dan kenaikan pangkat, Sunjaya ditempatkan di Direktorat Ajudan Jenderal Angkatan Darat pada 2008.Selain pendidikan militer, Sunjaya tercatat juga menempuh pendidikan tingginya di Diploma III Universitas Indonesia kemudian di STIA Yappan Jakarta pada 1995.Ayah empat anak ini kemudian mendapatkan gelar master di Manajemen STIE Jakarta tahun 2000. Lalu mendapatkan gelar doktor di Institut Pemerintahan Dalam Negeri (IPDN) Jatinangor pada 10 April 2017.Suami  Wahyu Tjiptaningsih ini menempuh pendidikan dasar di SDN Beberan (1976). Kemudian melanjutkan pendidikan menengahnya di SMPN Palimanan (1980) dan Madrasah Aliyah Negeri Babakan Ciwaringin (1983).
Jalan Panjang Kasus Frantinus Nirigi (1);Kontributor Pontianak, Yohanes Kurnia Irawan;"PONTIANAK , KOMPAS.com  - Perjalanan panjang proses hukum   Frantinus Nirigi  (FN) berakhir dengan vonis majelis hakim 5 bulan 10 hari penjara.Menurut majelis hakim PN Mempawah, FN terbukti melakukan tindak pidana penyampaian informasi palsu yang membahayakan keselamatan penerbangan dalam peristiwa di dalam pesawat Lion Air JT 687 di Bandara Internasional Supadio,   Pontianak  pada 28 Mei 2018 silam.Kecewa dengan hasil putusan itu, FN pun mengajukan banding terhadap vonis atas perbuatan yang menurutnya tidak pernah dia lakukan.Peristiwa kepanikanPeristiwa tersebut berawal dari beberapa foto dan video yang beredar di jagat maya yang memperlihatkan sejumlah penumpang berhamburan dan panik keluar dari sayap pesawat Lion Air di Bandara Internasional Supadio Pontianak pada Senin (28/5/2018) malam.Tujuh orang penumpang terpaksa dilarikan ke Rumah Sakit TNI AU Dr Mohammad Sutomo karena mengalami luka akibat melompat dari sayap pesawat setelah membuka pintu darurat.Kepanikan tersebut awalnya akibat dugaan adanya salah satu penumpang yang bercanda membawa   bom  (j oke bomb ) di dalam pesawat tujuan Pontianak-Jakarta dengan nomor penerbangan JT 687 tersebut.Baca juga:  Kasus Candaan Bom, Frantinus Nirigi Divonis 5 Bulan 10 Hari PenjaraPihak keamanan bandara kemudian mengamankan seorang penumpang bernama Frantinus Nirigi, yang saat itu akan melakukan perjalanan dari Pontianak menuju Papua, melalui Jakarta.Usai melakukan interogasi di bandara, FN kemudian diserahkan kepada Polresta Pontianak untuk proses pemeriksaan lebih lanjut.Berdasarkan hasil pemeriksaan sementara Senin malam usai kejadian, Kapolresta Pontianak Kombes Pol Wawan Kristiawan mengatakan, peristiwa tersebut berawal dari seorang pramugari yang menanyakan barang bawaan FN.Mendapat jawaban dari FN, pramugari tersebut melaporkan kepada rekannya, pramugari senior yang diteruskan kepada kapten (pilot) pesawat.""Kemudian mereka memanggil petugas Avsec untuk menjemput penumpang tersebut (FN) beserta barang-barang yang dibawanya,"" kata Wawan saat itu.Selanjutnya, pilot memerintahkan untuk mengevakuasi dan meminta seluruh penumpang untuk kembali ke terminal keberangkatan. Perintah (permintaan) evakuasi tersebut kemudian disampaikan pramugari kepada penumpang sebanyak tiga kali.Pada permintaan pertama dan kedua, permintaan dari pramugari bernama Cindi Veronica Muaya belum atau tidak ditanggapi oleh penumpang.Kemudian, pada permintaan yang ketiga baru terjadi kegaduhan di dalam pesawat tujuan Pontianak-Jakarta tersebut."
Perempuan Berpisau Serang TK di China, 14 Anak Terluka;Ardi Priyatno Utomo;CHONGQING, KOMPAS.com  - Seorang perempuan dilaporkan menyerang sebuah   Taman Kanak-kanak  (TK) di Chongqing,   China , Jumat pagi (26/10/2018) waktu setempat.Berdasar laporan media China seperti dikutip  Sky News , 14 orang murid TK Yudong New Century di Distrik Banan terluka.Dalam pernyataan resmi di Weibo, polisi menjelaskan pelaku telah ditangkap. Dia berusia 39 tahun dan mempunyai marga Liu.Baca juga:  Pria Berpisau Beraksi di Perancis, 2 Orang TewasPerempuan tersebut merangsek ke TK menggunakan   pisau  dapur. Saat diamankan polisi, sejumlah orangtua murid sempat memukulinya.Kepada polisi, Liu menuturkan dia melakukan penyerangan itu karena tak diperlakukan dengan baik oleh pemerintah China.Media setempat memberitakan, seluruh korban yang berusia antara tiga hingga empat tahun telah dibawa ke rumah sakit terdekat.
"Denny Indrayana: Indonesia Satu-satunya Negara di Dunia yang Terapkan ""Presidential Threshold""";Devina Halim;"JAKARTA, KOMPAS.com  —   Denny Indrayana , selaku kuasa hukum, mengatakan menyayangkan hasil putusan Mahkamah Konstitusi (MK) yang menolak gugatan kliennya terkait syarat ambang batas pencalonan presiden  (  presidential threshold).Denny mewakili 12 tokoh dan aktivis yang mengajukan gugagan terkait Pasal 222 Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum (Pemilu).""Kita sebenarnya menyayangkan MK enggak ambil kesempatan untuk memutus perkara ini sebelum pendaftaran capres dan cawapres kemarin karena bagaimanapun isu ini sangat penting dan ditunggu banyak kalangan,"" kata dia seusai persidangan di Gedung MK, Jakarta Pusat, Kamis (25/10/2018).Denny juga menuturkan ia tetap pada pandangannya bahwa syarat ambang batas tersebut bertentangan dengan konstitusi.Baca juga:  MK Tolak Seluruh Gugatan Ambang Batas Pencalonan PresidenMenurut dia, syarat tersebut tiba-tiba muncul, padahal tidak tertuang dalam Undang-Undang Dasar 1945. Selain itu, lanjut Denny, hanya Indonesia yang menerapkan syarat pencalonkan presiden dan dikaitkan dengan hasil pemilu legislatif lima tahun sebelumnya.""Sekali lagi, alasan dasar adalah dalam UUD 45 enggak ada satu kata pun terkait syarat ambang batas itu. Ini tiba-tiba muncul, kemudian syarat itu dikaitkan dengan hasil pemilu lima tahun sebelumnya,"" kata dia.""Jadi Indonesia adalah satu-satunya dan menurut kami seharusnya ini dibatalkan,"" imbuh dia.Mantan Wakil Menteri Hukum dan Hak Asasi Manusia ini juga mengkritisi soal proses sidang. Denny menyebutkan soal  dissenting opinion  atau perbedaan pendapat yang tidak lagi dibacakan oleh majelis hakim.Baca juga:  Jika Presidential Threshold 0 Persen, Partai Berkarya Ingin Usung Tommy Soeharto""Kami ingat dulu  dissenting opinion  itu ikut dibacakan, dan  dissenting opinion  itu yang memperkaya hasanah keilmuan di MK dan putusan itu diserahkan. Saya sayangkan cara yang baik sekarang itu hilang,"" terang dia.Kendati demikian, sebagai negara hukum, ia tetap menghormati keputusan para majelis hakim tersebut.Dengan putusan ini, artinya syarat pengusungan capres-cawapres tidak berubah. Syarat tersebut yaitu parpol atau gabungan parpol harus mengantongi 20 persen kursi DPR atau 25 persen suara sah nasional untuk bisa mengusung pasangan capres dan cawapres.Gugatan tersebut diajukan 12 orang tokoh dan aktivis, yang terdiri dari Hadar Nafis Gumay, Busyro Muqoddas, Chatib Basri, Faisal Basri, Danhil Anzhar Simanjuntak, Titi Anggraini, Hasan Yahya, Feri Amsari, Rocky Gerung, Angga Dwi Sasongko, Bambang Widjojanto, dan Robertus Robet.Kemarin, Kamis (25/10/2018), MK juga menolak seluruh gugatan terkait ambang batas pencalonan presiden dan wakil presiden.Gugatan lain yang ditolak terdiri dari 50/PUU-XVI/2018 yang diajukan Nugroho Prasetyo, 54/PUU-XVI/2018 yang dimohonkan Effendi Gazali, Reza Indragiri Amriel, dan kawan-kawan.Lalu, nomor 58/PUU-XVI/2018 dimohonkan Muhammad Dandy, dan nomor 61/PUU-XVI/2018 yang diajukan Partai Komite Pemerintahan Rakyat Independen."
Wagub Jabar Tugaskan Rahmat Sutrisno Jadi Plh Bupati Cirebon;Kontributor Bandung, Dendi Ramdhani;"BANDUNG, KOMPAS.com  - Wakil Gubernur   Jawa Barat  Uu Ruzhanul Ulum secara resmi menyerahkan surat tugas kepada Sekretaris Daerah Kabupaten   Cirebon  Rahmat Sutrisno sebagai Pelaksana Harian (  Plh ) Bupati Cirebon di Gedung Sate, Jalan Diponegoro, Jumat (26/10/2018).Rahmat akan menjalankan tugas yang sebelumnya diemban Bupati Sunjaya Purwadisastra, Bupati Cirebon yang terkena operasi tangkap tangan oleh Komisi Pemberantasan Korupsi (KPK).Uu mengatakan, penunjukan Rahmat sebagai Plh Bupati Cirebon sesuai dengan surat keputusan Kementrian Dalam Negeri dan Gubernur Jabar tentang penunjukan Rahmat sebagai Plh.""Sama seperti halnya Kabupaten Bekasi, pengangkatan   plh  bupati dilakukan dengan cepat dan sigap sehingga masyarakat tidak dibimbangkan dalam kepemimpinan di Kabupaten Cirebon,"" ucap Uu.Baca juga:  Bupati Cirebon, Kepala Daerah ke-100 yang Diproses KPKUu pun berpesan agar Rahmat mampu menjaga jalannya roda pemerintahan khususnya dalam pelayanan masyarakat.""Karena sekda termasuk orang di dalam, kemungkinan besar beliau paham birokrasi dan filosifi masyarakat Cirebon. Sekda yang sudah menjadi plh bupati harus mampu melaksanakan roda pemerintahan, jangan sampai stagnan,"" tuturnya.Selain itu, ia pun meminta Rahmat segera berkomunikasi dengan unsur pimpinan daerah untuk menjaga kondusivitas di Kabupaten Cirebon.""Saya berharap Pak Bupati ini mampu membangun komunikasi kepada masyarakat sehingga masyarakat mampu menahan diri untuk tidak melakukan kegiatan yang akan menimbulkan kecemburuan kelompok lain perpecahan dan perselisihan di antara kita, Jabar perlu kondusif,"" jelasnya."
Pajang dan Iklan Rokok Dilarang di Toko-toko Ritel di Depok;Cynthia Lova;"DEPOK, KOMPAS.com -  Pemerintah Kota Depok telah menerbitkan larangan memajang ( display)  rokok dan iklan rokok di toko-toko ritel di daerah itu sejak 19 September lalu.Kepala Satuan Polisi Pamong Praja (Satpol PP) Kota Depok, Yayan Arianto menyebutkan, 374 toko ritel di Depok  mulai dari supermarket, minimarket, dan pusat-pusat perbelanjaan sudah diberi surat edaran terkait larangan  display  dan promosi rokok di tempat usaha mereka.Namun masih banyak toko ritel di Depok yang memajang rokok. Poster-poster rokok pun masih terlihat di beberapa tempat.Yayan mengatakan, tangal 24 Oktober hingga 25 Oktober ada 105 ritel di 11 Kecamatan yang sudah dilakukan pembinaan dan pengawasan.“Selama dua hari kemarin kami lakukan pengawasan, hasilnya adalah masih ada 62 ritel yang men- display  rokok,” kata Yayan di Balai Kota Depok, Jalan Margonda, Jumat (26/10/2018).Baca juga:  Pergub Larangan Iklan Rokok Dalam Ruangan Dinilai Belum DiterapkanYayan menambahkan, 70 ritel di Kota Depok masih memasang iklan rokok di depan toko ritel mereka.“Ada 35 ritel yang masih mempromosikan rokok dan ada 23 ritel yang ada tulisan ‘tersedia rokok’,” ujar Yayan.Ia mengatakan, hanya 24 toko ritel yang menaati peraturan untuk tidak memajang rokok ataupun memasang iklan rokok.“Sampai saat ini emang masih rendah yang menaati peraturan padahal surat edaran telah diberikan, kami memang masih pengawasan saja, belum sampai memberikan sanksi,” ucap Yayan.Yayan mengatakan, pihaknya memberi waktu dua minggu bagi para pelaku usaha, pengelola atau penanggung jawab, untuk mencabut dan membersihkan semua  display  dan promosi rokok dari tempat usaha mereka.""Setelah dua minggu barulah, kami monitor kembali. Jika masih ada  display  iklan rokok terpasang akan langsung kami tertibkan dan layangkan sanksi,"" kata Yayan.Ia mengatakan, sanksi akan berdasarkan Perda Kota Depok Nomor 3 Tahun 2014 tentang Kawasan Tanpa Rokok (KTR).""Di Pasal 44 disebutkan, sanksi untuk perorangan adalah kurungan paling lama 7 hari, atau denda maksimal Rp 1 Juta. Sementara untuk badan atau lembaga, sanksinya adalah kurungan paling lama 3 bulan atau denda maksimal Rp 50 Juta. Untuk badan usaha atau lembaga, dapat dikenakan pidana tambahan berupa pencabutan izin usaha,"" ujar Yayan.Surat edaran Wali Kota Depok Mohammad Idris terkait Larangan Display Penjualan Rokok, Mengiklankan dan Mempromosikan Rokok ditujukan kepada para pelaku, pengelola, penanggung jawab usaha se-Kota Depok."
Negara Bagian New York Tuntut Exxon Mobil, Ini Sebabnya...;Veronika Yasinta;"NEW YORK  CITY, KOMPAS.com  - Jaksa Agung   New York  mengajukan gugatan terhadap perusahaan Exxon Mobil atas dugaan menipu investor.Gugatan atas nama Jaksa Agung New York Barbara Underwood itu menuding, Exxon menyesatkan investor dengan meyakinkan mereka bahwa perusahaan sudah memasukkan risiko pengetatan regulasi   perubahan iklim  dalam perencanaan bisnisnya.""Exxon menipu investor agar percaya, perusahaan itu telah mengelola risiko peraturan perubahan iklim di masa depan pad bisnisnya,"" ungkap kantor jaksa agung, seperti diwartakan  ABC News , Kamis (25/10/2018).Baca juga:  Exxon Investasi 100 Juta Dollar AS Kembangkan Lapangan Kedung KerisTuntutan juga mencakup klaim tentang mantan CEO   ExxonMobil  Rex Tillerson yang mengetahui tentang hal tersebut.Sebagai informasi, Tillerson pernah menjabat sebagai menteri luar negeri AS di bawah pemerintahan Donald Trump.""Manajemen Exxon, termasuk mantan CEO Rex W Tillerson mengetahui selama beberapa tahun mengenai perusahaan yang menyembunyikan hal itu dari publik,"" imbuh pernyaataan kantor jaksa.Melansir  AFP , manajemen Exxon Mobil menyatakan kepada investor bahwa perusahaan menghadapi risiko kecil terhadap kebijakan iklim yang lebih agresif.Sebagai hasilnya, Exxon Mobil mengecilkan biaya terkait proyek   minyak  di Kanada lebih dari 25 miliar dollar AS atau Rp 380,5 miliar.Gugatan diajukan menyusul menyusul penyelidikan tiga tahun oleh mantan Jaksa Agung New York Eric Schneiderman dan dilanjutkan oleh Underwood.Exxon Mobil menepis tuduhan dengan menyebutnya sebagai tindakan tidak berdasar dan produk dari aktivis bahan bakar fosil.Baca juga:  193 Tahun Lalu Kanal Erie Diresmikan, New York Ikut Berkembang Pesat""Kantor Jaksa Agung New York menggandakan penyelidikannya yang tercemar dan tidak berguna dengan mengajukan pengaduan terhadap Exxon Mobil,"" kata juru bicara itu dalam sebuah pernyataan.""Tuduhan tak berdasar ini merupakan produk lobi p oleh kepentingan khusus, oportunis politik, dan ketidakmampuan jaksa agung untuk mengakui penyelidikan tiga tahuntidak menemukan kesalahan,"" imbuhnya.Pada Juli lalu, seorang hakim AS membatalkann gugatan Negara Bagian New York kepada Exxon Mobil dan empat perusahaan minyak lain karena berkontribusi terhadap perubahan iklim."
Jadi Plh Bupati Cirebon, Ini Langkah Pertama Rahmat Sutrisno;Kontributor Bandung, Dendi Ramdhani;"BANDUNG, KOMPAS.com  - Sekretaris Daerah Kabupaten   Cirebon  Rahmat Sutrisno resmi menjabat sebagai Pelaksana Harian (  Plh )   Bupati  Cirebon.Rahmat menggantikan Bupati Cirebon Sunjaya Purwadisastra yang telah ditetapkan sebagai tersangka oleh Komisi Pemberantasan Korupsi (KPK) terkait jual beli jabatan.Surat tugas Rahmat diserahkan oleh Wakil Gubernur Jawa Barat Uu Ruzhanul Ulum di Gedung Sate, Jalan Diponegoro, Jumat (25/10/2018).Rahmat mengatakan, salah satu program yang akan ia prioritaskan yakni menyusun   APBD  tahun 2019 yang saat ini baru memasuki tahap pembahasan. Langkah itu dinilai penting guna menjamin pembangunan daerah tetap berjalan.""Jadi terima kasih kepada Pak Wagub tadi amanatnya banyak banget, kayaknya bebannya semakin besar. Pertama prioritas di Kabupaten Cirebon sekarang kita sedang memasuki pembahasan anggaran 2019,"" ungkap Rahmat.Baca juga:  Ini Sosok Sunjaya Purwadisastra, Bupati Cirebon yang Ditangkap KPKSelama pembahasan APBD berlangsung, Rahmat mengaku akan terus berkonsultasi dengan Pemprov Jabar untuk memastikan segala keputusannya sesuai aturan yang diamanatkan perundang-undangan.""Kalau lihat di UU 23 tahun 2014 tentang pemerintah daerah, ada tugas kewenangan kewajiban dan hak kepala daerah. Saya mungkin hanya ada pada bagian tugas ketika nanti RAPBD telah disepakati bersama dengan Banggar, maka itu harus ada persetujuan bersama. Persetujuan bersama itulah menjadi ruang kewenangan. Nah ini perlu dikonsultasikan kepada Pemprov Jabar,"" tutur Rahmat.Rahmat juga mengaku telah membaca surat keputusan Kemendagri di mana terdapat beberapa poin larangan selama ia menjadi Plh Bupati Cirebon.""Tadi juga saya baca sepintas dari (surat) Pak Mendagri ada hal yang dilarang, pertama kebijakan strategis yang menyangkut anggaran, personel dan seterusnya. Jadi ini tetap harus dikomunikasikan dengan Pemprov Jabar. Supaya kami tak salah menggambil langkah,"" paparnya.Sebab itu, kata Rahmat, proses seleksi jabatan yang saat ini berlangsung akan dihentikan sementara hingga mendapat arahan lanjutan.Saat ini, kata Rahmat, ada empat jabatan setingkat kepala dinas yang masih kosong. Diantaranya, Kesbang, Sekretaris Dewan, Dinas Keluarga Berencana dan Perlindungan Anak, dan staf ahli.""Memang ada beberapa hal yang perlu kami pertimbangkan salah satu contoh kami sudah berjalan menuju pelaksanaan seleksi jabatan tinggi pratama. Mungkin itu nanti atas petunjuk dan konsultasi dengan Pemprov Jabar, mungkin kita akan tangguhkan dulu sementara,"" ucapnya.Selain itu, ia pun sudah berkomunikasi dengan unsur pimpinan daerah untuk memastikan kondusivitas masyarakat serta stabilitas pemerintahan.""Insya Allah kami sudah bicarakan dengan pimpinan daerah, Pak Dandim, Pak Kapolres dan Pengadilan Negeri, insya Allah siap untuk melaksanakan pemerintahan pembangunan kemasyarakatan. Memang kami perlu stabilitas,"" jelasnya."
